source,citation,response,site,exp,latitude,longitude,elevation,mat,map,ecosystem_type,experiment_type,species,growth_form,treatment,npk,n_c,n_t,n_units,p_c,p_t,p_units,duration,aggregation,x_c,x_t,x_units,sd_c,sd_t,se_c,se_t,rep_c,rep_t,doi
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,carex_scopulorum,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,0.135,0.338,percent,0.023,0.004,0.006,0.001,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,bistorta_bisotortoides,,fnp,_100,0,25,g_m2,0,0,g_m2,2,species,0.25,0.271,percent,0.012,0.039,0.003,0.01,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,bistorta_bisotortoides,,fnp,_010,0,0,g_m2,0,25,g_m2,2,species,0.25,0.69,percent,0.043,0.709,0.011,0.183,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,bistorta_bisotortoides,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,0.25,0.749,percent,0.043,0.558,0.011,0.144,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,caltha_leptosepala,,fnp,_100,0,25,g_m2,0,0,g_m2,2,species,0.356,0.362,percent,0.019,0.05,0.005,0.013,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,caltha_leptosepala,,fnp,_010,0,0,g_m2,0,25,g_m2,2,species,0.356,0.393,percent,0.019,0.074,0.005,0.019,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,leaf_p_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,caltha_leptosepala,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,0.356,0.384,percent,0.019,0.035,0.005,0.009,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,kobresia_myosuroides,,fnp,_100,0,25,g_m2,0,0,g_m2,2,species,0.91,0.92,umol_g_s,0.19,0.15,0.05,0.04,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,kobresia_myosuroides,,fnp,_010,0,0,g_m2,0,25,g_m2,2,species,0.91,1.06,umol_g_s,0.19,0.23,0.05,0.06,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet_mass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,kobresia_myosuroides,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,0.91,1.3,umol_g_s,0.19,0.19,0.05,0.05,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,carex_scopulorum,,fnp,_100,0,25,g_m2,0,0,g_m2,2,species,11.4,11.9,umol_m2_s,2.3,1.5,0.6,0.4,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,carex_scopulorum,,fnp,_010,0,0,g_m2,0,25,g_m2,2,species,11.4,11.7,umol_m2_s,2.3,2.7,0.6,0.7,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,carex_scopulorum,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,11.4,12.6,umol_m2_s,2.3,1.9,0.6,0.5,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,bistorta_bisotortoides,,fnp,_100,0,25,g_m2,0,0,g_m2,2,species,17.3,16.4,umol_m2_s,5.8,3.9,1.5,1,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,bistorta_bisotortoides,,fnp,_010,0,0,g_m2,0,25,g_m2,2,species,17.3,16.7,umol_m2_s,5.8,3.9,1.5,1,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,bistorta_bisotortoides,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,17.3,16.5,umol_m2_s,5.8,2.7,1.5,0.7,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,caltha_leptosepala,,fnp,_100,0,25,g_m2,0,0,g_m2,2,species,10.9,12,umol_m2_s,2.7,1.9,0.7,0.5,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,caltha_leptosepala,,fnp,_010,0,0,g_m2,0,25,g_m2,2,species,10.9,12.6,umol_m2_s,2.7,1.9,0.7,0.5,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,anet,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,caltha_leptosepala,,fnp,_110,0,25,g_m2,0,25,g_m2,2,species,10.9,12.9,umol_m2_s,2.7,3.1,0.7,0.8,15,15,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,total_biomass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_100,0,25,g_m2,0,0,g_m2,2,community,299,427,g_m2,27,139,12,62,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,total_biomass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_010,0,0,g_m2,0,25,g_m2,2,community,299,407,g_m2,27,210,12,94,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,total_biomass,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_110,0,25,g_m2,0,25,g_m2,2,community,299,549,g_m2,27,42,12,19,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,bgb,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_100,0,25,g_m2,0,0,g_m2,2,community,3300,3980,g_m2,1176,859,526,384,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,bgb,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_010,0,0,g_m2,0,25,g_m2,2,community,3300,4210,g_m2,1176,1373,526,614,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,bgb,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_110,0,25,g_m2,0,25,g_m2,2,community,3300,3706,g_m2,1176,514,526,230,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,root_shoot,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_100,0,25,g_m2,0,0,g_m2,2,community,11.03,9.7,unitless,3.8,2.7,1.7,1.2,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,root_shoot,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_010,0,0,g_m2,0,25,g_m2,2,community,11.03,13.9,unitless,3.8,8.9,1.7,4,5,5,https://doi.org/10.2307/1940854
mesi,bowman_et_al_1993,root_shoot,niwotRidge,niwotRidge_fnp,40.058,-105.583,3520,-3,900,tundra,field,NA,NA,fnp,_110,0,25,g_m2,0,25,g_m2,2,community,11.03,6.7,unitless,3.8,1.3,1.7,0.6,5,5,https://doi.org/10.2307/1940854
mesi,craine_et_al_2008,agb_n_mass,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,7.8,9.1,mg_g,2,3.1,0.7,1.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,7.8,7.4,mg_g,2,2.5,0.7,0.9,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,7.8,10.7,mg_g,2,4.2,0.7,1.5,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,0.9,0.6,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,0.9,2.1,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,0.9,1.5,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,362.4,455.9,g_m2,180.7,198,63.9,70,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,362.4,353.1,g_m2,180.7,177.1,63.9,62.6,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,362.4,488.7,g_m2,180.7,183,63.9,64.7,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,267.3,287.5,g_m2,99.6,193.5,35.2,68.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,267.3,326.4,g_m2,99.6,255.4,35.2,90.3,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,pretoriuskop,pretoriuskop_fnp,-25.1287,31.2337,580,NA,737,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,267.3,278.2,g_m2,99.6,138,35.2,48.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,9.6,15.6,mg_g,1.4,2,0.5,0.7,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,9.6,10.3,mg_g,1.4,1.4,0.5,0.5,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,9.6,14.1,mg_g,1.4,2.3,0.5,0.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,1.5,1.4,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,1.5,1.7,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,1.5,1.7,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,105.9,134,g_m2,49.5,71.6,17.5,25.3,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,105.9,168.6,g_m2,49.5,80,17.5,28.3,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,105.9,227.4,g_m2,49.5,173.7,17.5,61.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,231.6,219.1,g_m2,76.4,71.8,27,25.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,231.6,326.4,g_m2,76.4,103.5,27,36.6,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,letaba,letaba_fnp,-23.7559,31.4335,278,NA,457,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,231.6,272,g_m2,76.4,270.4,27,95.6,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,9.1,13,mg_g,2.3,4,0.8,1.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,9.1,10.1,mg_g,2.3,2.8,0.8,1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,9.1,13.8,mg_g,2.3,4,0.8,1.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,2.8,2.3,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,2.8,2.6,mg_g,0.3,0.6,0.1,0.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,2.8,2.2,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,321.2,368.2,g_m2,123.6,162.6,43.7,57.5,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,321.2,322.9,g_m2,123.6,144.8,43.7,51.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,321.2,514,g_m2,123.6,194.6,43.7,68.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,208.3,231.6,g_m2,92.8,206.8,32.8,73.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,208.3,206.7,g_m2,92.8,141.7,32.8,50.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,makhohlola,makhohlola_fnp,-25.2962,31.914,247,NA,620,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,208.3,223.8,g_m2,92.8,155,32.8,54.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,6.9,11,mg_g,1.1,2,0.4,0.7,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,6.9,8.7,mg_g,1.1,2,0.4,0.7,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,6.9,10.1,mg_g,1.1,2.8,0.4,1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,1.8,1.7,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,1.8,2,mg_g,0.3,0.6,0.1,0.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,1.8,1.4,mg_g,0.3,0.3,0.1,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,294.2,352.7,g_m2,175.6,159,62.1,56.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,294.2,295.2,g_m2,175.6,138,62.1,48.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,294.2,532.6,g_m2,175.6,327,62.1,115.6,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,296.9,225.6,g_m2,209.3,139.7,74,49.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,296.9,303.1,g_m2,209.3,157,74,55.5,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,satara,satara_fnp,-24.4044,31.7486,308,NA,544,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,296.9,267.3,g_m2,209.3,92.8,74,32.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,9.9,14.1,mg_g,1.7,3.4,0.6,1.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,9.9,9.6,mg_g,1.7,2.8,0.6,1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_n_mass,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,9.9,13.3,mg_g,1.7,3.1,0.6,1.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,2.3,2.1,mg_g,0.6,0.6,0.2,0.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,2.3,2.5,mg_g,0.6,0.8,0.2,0.3,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb_p_mass,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,2.3,1.6,mg_g,0.6,0.3,0.2,0.1,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,247.8,253.2,g_m2,199.4,205.1,70.5,72.5,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,247.8,157.7,g_m2,199.4,108.9,70.5,38.5,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,agb,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,247.8,289.7,g_m2,199.4,252.3,70.5,89.2,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,2,community,110.4,144.5,g_m2,52,42.4,18.4,15,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,5,g_m2,2,community,110.4,138.3,g_m2,52,57.7,18.4,20.4,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,craine_et_al_2008,bnpp,nwashitsumbe,nwashitsumbe_fnp,-22.78,31.2508,388,NA,516,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,5,g_m2,2,community,110.4,122.8,g_m2,52,39,18.4,13.8,8,8,https://doi.org/10.1111/j.1469-8137.2008.02513.x
mesi,dantonio_et_al_2006,bgb,volcanoNP,volcanoNP_fnp,19.1,-155.55,900,20.5,1500,forest,field,metrosideros_polymorpha,tree,fnp,_100,0,10,g_m2,0,0,g_m2,1.5,species,176.9,336.6,g_m2,66.6,102.4,29.8,45.8,5,5,https://doi.org/10.1111/j.1744-7429.2006.00170.x
mesi,dantonio_et_al_2006,bgb,volcanoNP,volcanoNP_fnp,19.1,-155.55,900,20.5,1500,forest,field,metrosideros_polymorpha,tree,fnp,_010,0,0,g_m2,0,10,g_m2,1.5,species,176.9,203.8,g_m2,66.6,43.2,29.8,19.3,5,5,https://doi.org/10.1111/j.1744-7429.2006.00170.x
